PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,145,17,29/06/2012,1,2,8,35,42,43,44,0
LOTTO MAX,145,18,29/06/2012,15,22,23,27,34,36,48,0
LOTTO MAX,145,19,29/06/2012,2,14,17,18,24,36,43,0
LOTTO MAX,145,20,29/06/2012,1,2,11,16,25,28,41,0
LOTTO MAX,145,21,29/06/2012,3,10,21,26,30,35,49,0
LOTTO MAX,145,22,29/06/2012,3,4,10,14,23,24,49,0
LOTTO MAX,145,23,29/06/2012,2,6,7,14,21,36,38,0
LOTTO MAX,145,24,29/06/2012,6,8,14,22,39,45,49,0
LOTTO MAX,145,25,29/06/2012,4,16,18,23,39,44,49,0
LOTTO MAX,145,26,29/06/2012,11,28,29,34,35,39,44,0
LOTTO MAX,145,27,29/06/2012,5,8,12,20,33,42,45,0
LOTTO MAX,145,28,29/06/2012,3,4,14,17,33,38,44,0
LOTTO MAX,146,0,06/07/2012,14,26,31,34,37,45,48,38
LOTTO MAX,146,1,06/07/2012,11,12,14,16,20,33,48,0
LOTTO MAX,146,2,06/07/2012,7,17,22,32,34,40,47,0
LOTTO MAX,146,3,06/07/2012,2,11,15,17,40,43,49,0
LOTTO MAX,146,4,06/07/2012,1,5,19,20,23,24,32,0
LOTTO MAX,146,5,06/07/2012,2,3,5,15,21,27,35,0
LOTTO MAX,146,6,06/07/2012,1,6,9,14,35,38,45,0
LOTTO MAX,146,7,06/07/2012,8,9,15,19,20,30,46,0
LOTTO MAX,146,8,06/07/2012,7,8,10,28,46,47,48,0
LOTTO MAX,146,9,06/07/2012,8,10,18,19,34,36,40,0
LOTTO MAX,146,10,06/07/2012,7,9,11,16,22,45,46,0
LOTTO MAX,146,11,06/07/2012,4,15,28,38,42,45,47,0
LOTTO MAX,146,12,06/07/2012,5,6,7,9,13,37,44,0
LOTTO MAX,146,13,06/07/2012,5,11,19,26,28,30,39,0
LOTTO MAX,146,14,06/07/2012,12,13,22,25,32,38,41,0
LOTTO MAX,146,15,06/07/2012,12,15,16,31,44,46,48,0
LOTTO MAX,146,16,06/07/2012,6,9,22,23,35,41,48,0
LOTTO MAX,146,17,06/07/2012,5,9,11,18,35,40,49,0
LOTTO MAX,146,18,06/07/2012,20,33,40,45,47,48,49,0
LOTTO MAX,146,19,06/07/2012,8,13,27,31,36,39,48,0
LOTTO MAX,146,20,06/07/2012,9,21,22,36,38,45,46,0
LOTTO MAX,146,21,06/07/2012,6,20,22,26,29,39,43,0
LOTTO MAX,146,22,06/07/2012,7,16,18,20,36,42,43,0
LOTTO MAX,146,23,06/07/2012,2,7,16,25,27,46,49,0
LOTTO MAX,146,24,06/07/2012,1,3,22,26,29,31,37,0
LOTTO MAX,146,25,06/07/2012,3,10,11,22,26,37,39,0
LOTTO MAX,146,26,06/07/2012,13,31,33,36,38,39,42,0
LOTTO MAX,146,27,06/07/2012,4,10,13,16,27,37,40,0
LOTTO MAX,146,28,06/07/2012,11,25,34,39,41,44,48,0
LOTTO MAX,146,29,06/07/2012,3,10,17,20,21,25,34,0
LOTTO MAX,146,30,06/07/2012,8,11,13,17,30,31,48,0
LOTTO MAX,146,31,06/07/2012,1,5,7,14,18,21,34,0
LOTTO MAX,146,32,06/07/2012,4,11,12,20,26,36,38,0
LOTTO MAX,146,33,06/07/2012,3,5,6,11,30,40,46,0
LOTTO MAX,146,34,06/07/2012,2,20,31,36,43,44,47,0
LOTTO MAX,146,35,06/07/2012,6,10,16,19,22,25,43,0
LOTTO MAX,146,36,06/07/2012,4,16,29,32,34,42,46,0
LOTTO MAX,146,37,06/07/2012,17,25,29,32,33,35,49,0
LOTTO MAX,146,38,06/07/2012,3,14,15,17,22,27,30,0
LOTTO MAX,146,39,06/07/2012,9,16,20,23,33,42,49,0
LOTTO MAX,146,40,06/07/2012,7,8,21,26,41,48,49,0
LOTTO MAX,146,41,06/07/2012,4,5,11,13,17,23,36,0
LOTTO MAX,146,42,06/07/2012,12,14,17,18,27,28,46,0
LOTTO MAX,146,43,06/07/2012,12,19,28,34,37,40,49,0
LOTTO MAX,146,44,06/07/2012,10,11,15,23,30,31,49,0
LOTTO MAX,146,45,06/07/2012,2,3,17,18,23,34,42,0
LOTTO MAX,146,46,06/07/2012,6,33,34,35,37,41,48,0
LOTTO MAX,146,47,06/07/2012,8,12,19,20,30,32,44,0
LOTTO MAX,146,48,06/07/2012,5,8,14,18,21,27,42,0
LOTTO MAX,146,49,06/07/2012,2,6,11,13,31,33,44,0
LOTTO MAX,146,50,06/07/2012,6,12,19,28,29,30,47,0
LOTTO MAX,147,0,13/07/2012,3,13,14,23,33,36,45,7
LOTTO MAX,148,0,20/07/2012,4,7,29,35,39,43,44,46
LOTTO MAX,149,0,27/07/2012,2,20,25,26,46,47,48,44
LOTTO MAX,150,0,03/08/2012,1,2,18,26,27,39,42,33
LOTTO MAX,151,0,10/08/2012,2,15,18,19,22,27,49,40
LOTTO MAX,152,0,17/08/2012,18,19,22,27,29,36,47,25
LOTTO MAX,152,1,17/08/2012,3,7,15,25,33,39,47,0
LOTTO MAX,152,2,17/08/2012,7,10,15,16,21,23,36,0
LOTTO MAX,153,0,24/08/2012,2,3,5,22,23,32,33,8
LOTTO MAX,153,1,24/08/2012,15,17,28,30,35,37,47,0
LOTTO MAX,153,2,24/08/2012,2,8,10,26,35,37,44,0
LOTTO MAX,153,3,24/08/2012,7,16,17,29,32,33,46,0
LOTTO MAX,153,4,24/08/2012,1,9,24,29,34,46,47,0
LOTTO MAX,153,5,24/08/2012,3,4,14,28,29,40,41,0
LOTTO MAX,153,6,24/08/2012,1,14,21,30,41,42,46,0
LOTTO MAX,153,7,24/08/2012,2,9,14,21,29,31,44,0
LOTTO MAX,153,8,24/08/2012,24,30,31,33,40,41,48,0
LOTTO MAX,153,9,24/08/2012,1,11,14,16,25,32,34,0
LOTTO MAX,153,10,24/08/2012,5,16,18,29,45,48,49,0
LOTTO MAX,153,11,24/08/2012,5,23,28,29,39,40,47,0
LOTTO MAX,153,12,24/08/2012,7,10,12,23,40,48,49,0
LOTTO MAX,153,13,24/08/2012,8,9,38,42,44,48,49,0
LOTTO MAX,154,0,31/08/2012,5,12,13,28,33,37,43,44
LOTTO MAX,155,0,07/09/2012,11,14,18,20,37,41,46,8
LOTTO MAX,156,0,14/09/2012,2,27,30,31,37,46,47,21
LOTTO MAX,157,0,21/09/2012,7,8,10,11,19,34,45,44
LOTTO MAX,158,0,28/09/2012,5,6,32,33,39,42,47,9
LOTTO MAX,159,0,05/10/2012,1,12,23,27,30,31,37,33
LOTTO MAX,159,1,05/10/2012,18,19,23,30,36,42,43,0
LOTTO MAX,159,2,05/10/2012,11,22,29,38,39,40,46,0
LOTTO MAX,160,0,12/10/2012,5,7,12,15,35,45,47,40
LOTTO MAX,160,1,12/10/2012,5,9,20,31,32,39,43,0
LOTTO MAX,160,2,12/10/2012,8,16,28,31,40,43,44,0
LOTTO MAX,160,3,12/10/2012,4,7,10,16,31,36,40,0
LOTTO MAX,160,4,12/10/2012,7,8,21,25,32,40,49,0
LOTTO MAX,160,5,12/10/2012,12,15,28,33,37,44,48,0
LOTTO MAX,160,6,12/10/2012,18,23,30,40,41,44,45,0
LOTTO MAX,160,7,12/10/2012,9,13,15,16,17,44,46,0
LOTTO MAX,160,8,12/10/2012,12,16,32,34,38,39,46,0
LOTTO MAX,160,9,12/10/2012,17,31,34,37,39,43,44,0
LOTTO MAX,160,10,12/10/2012,22,23,25,27,44,45,47,0
LOTTO MAX,160,11,12/10/2012,2,5,6,11,27,35,38,0
LOTTO MAX,160,12,12/10/2012,6,9,24,28,39,42,48,0
LOTTO MAX,160,13,12/10/2012,9,14,16,21,32,39,44,0
LOTTO MAX,160,14,12/10/2012,3,16,17,21,25,33,41,0
LOTTO MAX,161,0,19/10/2012,1,2,3,15,22,37,41,6
LOTTO MAX,161,1,19/10/2012,7,16,17,26,30,31,49,0
LOTTO MAX,161,2,19/10/2012,3,13,16,33,35,37,40,0
LOTTO MAX,161,3,19/10/2012,3,13,24,26,31,32,48,0
LOTTO MAX,161,4,19/10/2012,11,12,15,17,21,24,25,0
LOTTO MAX,161,5,19/10/2012,3,17,22,27,30,37,48,0
LOTTO MAX,161,6,19/10/2012,17,20,35,36,39,40,44,0
LOTTO MAX,161,7,19/10/2012,3,4,6,19,32,45,47,0
LOTTO MAX,161,8,19/10/2012,16,20,24,30,33,37,48,0
LOTTO MAX,161,9,19/10/2012,7,9,13,20,26,34,41,0
LOTTO MAX,161,10,19/10/2012,18,23,38,39,43,44,46,0
LOTTO MAX,161,11,19/10/2012,2,18,19,24,37,43,46,0
LOTTO MAX,161,12,19/10/2012,17,20,22,28,34,40,47,0
LOTTO MAX,161,13,19/10/2012,10,17,19,26,28,29,30,0
LOTTO MAX,161,14,19/10/2012,8,10,15,18,29,40,42,0
LOTTO MAX,161,15,19/10/2012,12,14,15,16,28,29,35,0
LOTTO MAX,161,16,19/10/2012,15,22,24,26,37,42,49,0
LOTTO MAX,161,17,19/10/2012,7,21,22,33,34,37,47,0
LOTTO MAX,161,18,19/10/2012,5,10,15,19,22,32,33,0
LOTTO MAX,161,19,19/10/2012,2,14,18,21,35,36,47,0
LOTTO MAX,161,20,19/10/2012,2,14,15,17,24,31,44,0
LOTTO MAX,161,21,19/10/2012,6,8,17,20,25,40,49,0
LOTTO MAX,161,22,19/10/2012,1,2,4,6,8,17,37,0
LOTTO MAX,161,23,19/10/2012,3,6,9,17,30,37,48,0
LOTTO MAX,161,24,19/10/2012,10,14,26,36,38,46,49,0
LOTTO MAX,161,25,19/10/2012,1,10,15,16,17,44,46,0
LOTTO MAX,161,26,19/10/2012,23,24,36,38,42,45,46,0
LOTTO MAX,162,0,26/10/2012,3,4,20,25,30,35,48,23
LOTTO MAX,162,1,26/10/2012,2,8,22,35,41,47,48,0
LOTTO MAX,162,2,26/10/2012,7,22,24,25,32,42,44,0
LOTTO MAX,162,3,26/10/2012,2,11,12,20,31,36,47,0
LOTTO MAX,162,4,26/10/2012,12,13,17,18,24,35,43,0
LOTTO MAX,162,5,26/10/2012,6,9,10,13,14,24,48,0
LOTTO MAX,162,6,26/10/2012,3,11,13,14,30,39,48,0
LOTTO MAX,162,7,26/10/2012,15,18,22,24,32,38,49,0
LOTTO MAX,162,8,26/10/2012,1,4,14,21,32,48,49,0
LOTTO MAX,162,9,26/10/2012,6,21,22,26,42,43,46,0
LOTTO MAX,162,10,26/10/2012,9,17,23,39,40,41,46,0
LOTTO MAX,162,11,26/10/2012,12,16,17,20,23,36,43,0
LOTTO MAX,162,12,26/10/2012,10,21,36,37,44,46,47,0
LOTTO MAX,162,13,26/10/2012,1,19,20,32,33,45,46,0
LOTTO MAX,162,14,26/10/2012,3,12,23,24,37,42,44,0
LOTTO MAX,162,15,26/10/2012,7,8,27,33,38,39,49,0
LOTTO MAX,162,16,26/10/2012,16,17,19,23,24,39,43,0
LOTTO MAX,162,17,26/10/2012,15,24,25,30,37,44,49,0
LOTTO MAX,162,18,26/10/2012,11,13,16,17,18,23,45,0
LOTTO MAX,162,19,26/10/2012,6,9,17,19,38,44,45,0
LOTTO MAX,162,20,26/10/2012,3,7,8,14,17,28,37,0
LOTTO MAX,162,21,26/10/2012,4,19,26,33,34,45,47,0
LOTTO MAX,162,22,26/10/2012,7,8,12,16,39,44,47,0
LOTTO MAX,162,23,26/10/2012,1,15,31,37,41,42,46,0
LOTTO MAX,162,24,26/10/2012,4,18,21,22,35,43,45,0
LOTTO MAX,162,25,26/10/2012,4,10,13,20,39,41,45,0
LOTTO MAX,162,26,26/10/2012,21,29,32,35,36,44,49,0
LOTTO MAX,162,27,26/10/2012,8,12,17,21,27,36,41,0
LOTTO MAX,162,28,26/10/2012,11,26,32,38,39,42,49,0
LOTTO MAX,162,29,26/10/2012,3,12,35,38,39,41,47,0
LOTTO MAX,162,30,26/10/2012,1,22,23,28,34,41,46,0
LOTTO MAX,162,31,26/10/2012,7,8,10,24,26,38,49,0
LOTTO MAX,162,32,26/10/2012,6,10,28,31,37,38,39,0
LOTTO MAX,162,33,26/10/2012,4,10,12,28,32,34,41,0
LOTTO MAX,162,34,26/10/2012,5,6,8,23,37,47,48,0
LOTTO MAX,162,35,26/10/2012,11,14,18,27,36,45,47,0
LOTTO MAX,162,36,26/10/2012,3,4,23,28,30,33,34,0
LOTTO MAX,162,37,26/10/2012,7,8,11,16,30,32,47,0
LOTTO MAX,162,38,26/10/2012,11,23,27,28,29,34,49,0
LOTTO MAX,162,39,26/10/2012,4,5,11,25,32,46,47,0
LOTTO MAX,162,40,26/10/2012,10,12,15,17,21,24,29,0
LOTTO MAX,162,41,26/10/2012,1,5,7,21,24,29,49,0
LOTTO MAX,162,42,26/10/2012,12,15,17,39,42,44,48,0
LOTTO MAX,162,43,26/10/2012,5,20,29,31,37,42,47,0
LOTTO MAX,162,44,26/10/2012,5,6,7,23,28,38,41,0
LOTTO MAX,162,45,26/10/2012,4,9,13,19,26,35,47,0
LOTTO MAX,162,46,26/10/2012,3,14,22,35,36,38,48,0
LOTTO MAX,162,47,26/10/2012,3,18,23,33,40,46,49,0
LOTTO MAX,162,48,26/10/2012,9,11,25,29,42,45,49,0
LOTTO MAX,162,49,26/10/2012,1,9,13,23,35,37,49,0
LOTTO MAX,162,50,26/10/2012,1,9,17,19,21,28,37,0
LOTTO MAX,163,0,02/11/2012,1,2,5,26,29,36,47,13
LOTTO MAX,163,1,02/11/2012,5,7,8,9,17,40,42,0
LOTTO MAX,163,2,02/11/2012,4,11,21,22,35,36,45,0
LOTTO MAX,163,3,02/11/2012,23,27,32,34,35,41,42,0
LOTTO MAX,163,4,02/11/2012,5,7,8,10,20,46,49,0
LOTTO MAX,163,5,02/11/2012,1,8,15,17,22,25,38,0
LOTTO MAX,163,6,02/11/2012,8,11,14,26,33,34,36,0
LOTTO MAX,163,7,02/11/2012,1,11,16,22,23,30,40,0
LOTTO MAX,163,8,02/11/2012,5,16,29,34,37,38,47,0
LOTTO MAX,163,9,02/11/2012,1,20,22,32,35,42,44,0
LOTTO MAX,163,10,02/11/2012,3,11,21,23,26,36,38,0
LOTTO MAX,163,11,02/11/2012,1,3,14,31,39,43,47,0
LOTTO MAX,163,12,02/11/2012,4,25,27,29,38,40,49,0
LOTTO MAX,163,13,02/11/2012,6,7,11,12,17,29,45,0
LOTTO MAX,163,14,02/11/2012,5,11,17,23,24,35,39,0
LOTTO MAX,163,15,02/11/2012,4,6,37,42,44,45,48,0
LOTTO MAX,163,16,02/11/2012,8,13,20,23,37,38,45,0
LOTTO MAX,163,17,02/11/2012,6,14,24,26,28,36,47,0
LOTTO MAX,163,18,02/11/2012,5,13,16,18,21,43,44,0
LOTTO MAX,163,19,02/11/2012,3,18,21,24,29,37,47,0
LOTTO MAX,163,20,02/11/2012,6,14,15,21,27,30,46,0
LOTTO MAX,163,21,02/11/2012,4,7,12,13,19,24,39,0
LOTTO MAX,163,22,02/11/2012,2,14,15,31,33,45,48,0
LOTTO MAX,163,23,02/11/2012,13,18,21,23,27,44,46,0
LOTTO MAX,163,24,02/11/2012,6,13,15,36,39,41,49,0
LOTTO MAX,163,25,02/11/2012,15,27,37,40,41,42,44,0
LOTTO MAX,163,26,02/11/2012,1,8,10,17,19,25,48,0
LOTTO MAX,163,27,02/11/2012,1,8,18,29,30,31,47,0
LOTTO MAX,163,28,02/11/2012,9,24,34,39,43,44,45,0
LOTTO MAX,163,29,02/11/2012,14,20,24,25,35,44,49,0
LOTTO MAX,163,30,02/11/2012,9,12,21,26,31,38,47,0
LOTTO MAX,163,31,02/11/2012,3,12,15,17,33,42,49,0
LOTTO MAX,163,32,02/11/2012,4,6,24,31,40,41,49,0
LOTTO MAX,163,33,02/11/2012,8,10,31,35,40,46,48,0
LOTTO MAX,163,34,02/11/2012,14,15,28,33,39,47,49,0
LOTTO MAX,163,35,02/11/2012,4,6,9,10,32,42,45,0
LOTTO MAX,163,36,02/11/2012,10,11,12,14,19,23,41,0
LOTTO MAX,163,37,02/11/2012,4,12,13,25,35,40,45,0
LOTTO MAX,163,38,02/11/2012,9,11,14,15,28,35,47,0
LOTTO MAX,163,39,02/11/2012,1,4,8,13,30,34,46,0
LOTTO MAX,163,40,02/11/2012,2,10,11,15,20,21,22,0
LOTTO MAX,163,41,02/11/2012,4,6,25,35,39,44,46,0
LOTTO MAX,163,42,02/11/2012,5,17,27,30,33,38,42,0
LOTTO MAX,163,43,02/11/2012,1,3,18,21,30,41,47,0
LOTTO MAX,163,44,02/11/2012,4,7,15,18,27,30,34,0
LOTTO MAX,163,45,02/11/2012,8,12,24,33,38,44,45,0
LOTTO MAX,163,46,02/11/2012,3,29,30,32,41,43,45,0
LOTTO MAX,163,47,02/11/2012,1,14,17,21,27,43,45,0
LOTTO MAX,163,48,02/11/2012,6,17,22,30,33,40,46,0
LOTTO MAX,163,49,02/11/2012,2,10,17,33,34,39,49,0
LOTTO MAX,163,50,02/11/2012,1,4,6,7,8,16,35,0
LOTTO MAX,164,0,09/11/2012,8,9,11,22,24,42,46,13
LOTTO MAX,165,0,16/11/2012,1,5,9,19,27,35,48,30
LOTTO MAX,166,0,23/11/2012,6,8,10,17,28,29,38,34
LOTTO MAX,166,1,23/11/2012,3,5,7,13,39,47,48,0
LOTTO MAX,166,2,23/11/2012,6,13,20,35,42,43,49,0
LOTTO MAX,167,0,30/11/2012,3,10,13,23,31,41,45,33
LOTTO MAX,167,1,30/11/2012,3,12,17,22,36,44,45,0
LOTTO MAX,167,2,30/11/2012,12,17,18,32,42,46,47,0
LOTTO MAX,167,3,30/11/2012,4,10,15,16,30,39,42,0
LOTTO MAX,167,4,30/11/2012,4,6,11,14,27,37,39,0
LOTTO MAX,167,5,30/11/2012,3,14,16,25,29,30,37,0
LOTTO MAX,167,6,30/11/2012,11,19,30,35,40,41,48,0
LOTTO MAX,167,7,30/11/2012,2,4,9,16,29,31,39,0
LOTTO MAX,167,8,30/11/2012,10,27,28,29,30,42,44,0
LOTTO MAX,167,9,30/11/2012,9,14,15,32,34,35,44,0
LOTTO MAX,167,10,30/11/2012,7,19,32,37,38,47,49,0
LOTTO MAX,167,11,30/11/2012,2,6,18,20,22,35,41,0
LOTTO MAX,167,12,30/11/2012,15,20,22,25,37,45,46,0
LOTTO MAX,167,13,30/11/2012,1,9,15,22,37,39,49,0
LOTTO MAX,167,14,30/11/2012,1,3,26,28,36,44,49,0
LOTTO MAX,167,15,30/11/2012,1,3,11,14,16,31,45,0
LOTTO MAX,168,0,07/12/2012,5,11,22,29,38,42,49,33
LOTTO MAX,169,0,14/12/2012,3,6,10,33,39,48,49,18
LOTTO MAX,170,0,21/12/2012,7,8,17,18,20,40,41,33
LOTTO MAX,170,1,21/12/2012,2,10,15,17,34,40,47,0
LOTTO MAX,170,2,21/12/2012,3,10,21,27,30,33,44,0
